품목번호,품명(국문),품명(영문),통제번호
HSKCD,HSKNM,HSENM,CNTRLNO
2921199070,엔 엔-디알킬(메틸  에틸  노르말-프로필  이소프로필)2-클로로에틸아민과 이들의 수소화된 염들.,N N-Dialkyl(methyl  ethyl  n-propyl or isopropyl) 2-chloroethylamines and their protonated salts.,1C450.b.4.
2921199090,기타.,Other.,1C006.
2921199090,기타.,Other.,1C111.a.5.
2921199090,기타.,Other.,1C350.11.
2921199090,기타.,Other.,1C350.64.
2921199090,기타.,Other.,1C450.b.2.
2921199090,기타.,Other.,1C450.b.3.
2921449000,기타.,Other.,1C111.c.3.
2922150000,트리에탄올아민.,Triethanolamine,1C350.46.
2922171000,메틸디에탄올아민.,Methyldiethanolamine,1C350.
2922171000,메틸디에탄올아민.,Methyldiethanolamine,1C450.b.8.
2922172000,에틸디에탄올아민.,Ethyldiethanolamine,1C350.59.
2922172000,에틸디에탄올아민.,Ethyldiethanolamine,1C450.b.
2922172000,에틸디에탄올아민.,Ethyldiethanolamine,1C450.b.7.
2922193010,엔 엔-디메틸-2-아미노에탄올과 그의 수소화된 염들.,N N-Dimethyl-2 aminoethanol and its protonated salts.,1C350.
2922193010,엔 엔-디메틸-2-아미노에탄올과 그의 수소화된 염들.,N N-Dimethyl-2 aminoethanol and its protonated salts.,1C450.b.
2922193020,엔 엔-디에틸-2-아미노에탄올과 그의 수소화된 염들.,N N-Diethyl-2-aminoethanol and its protonated salts.,1C350.
2922193020,엔 엔-디에틸-2-아미노에탄올과 그의 수소화된 염들.,N N-Diethyl-2-aminoethanol and its protonated salts.,1C450.b.
2922193090,기타.,Other.,1C350.27.
2922196000,디에틸아미노에탄올.,Diethylaminoethanol.,1C350.49.
2922199000,기타.,Other.,1C350.53.
2925210000,클로르디메포름(ISO).,Chlordimeform (ISO).,1C011.c.
2925299010,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C011.c.
2925299090,기타.,Other.,1C011.c.
2928001000,페닐히드라진.,Phenylhydrazine.,1C111.a.4.a.
2928001000,페닐히드라진.,Phenylhydrazine.,1C111.a.4.j.
2928009010,페릴랄틴.,Perillartine.,1C111.a.4.a.
2928009020,메틸에틸 케토옥심.,Methylethyl ketoxime.,1C111.a.4.a.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.a.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.b.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.c.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.d.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.e.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.f.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.g.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.i.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.k.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.l.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.m.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.o.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.p.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.q.
2928009091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C111.a.4.r.
2928009099,기타.,Other.,1C111.a.4.a.
2928009099,기타.,Other.,1C111.a.4.b.
2928009099,기타.,Other.,1C111.a.4.c.
2928009099,기타.,Other.,1C111.a.4.d.
2928009099,기타.,Other.,1C111.a.4.e.
2928009099,기타.,Other.,1C111.a.4.f.
2928009099,기타.,Other.,1C111.a.4.g.
2928009099,기타.,Other.,1C111.a.4.i.
2928009099,기타.,Other.,1C111.a.4.k.
2928009099,기타.,Other.,1C111.a.4.l.
2928009099,기타.,Other.,1C111.a.4.m.
2928009099,기타.,Other.,1C111.a.4.o.
2928009099,기타.,Other.,1C111.a.4.p.
2928009099,기타.,Other.,1C111.a.4.q.
2928009099,기타.,Other.,1C111.a.4.r.
2929903000,디알킬(메틸  에틸  노르말-프로필 또는 이소프로필) 엔 엔-디알킬(메틸  에틸  노르말-프로필 또는 이소프로필)포스포라미데이트.,Dialkyl (methyl  ethyl  n-propyl or isopropyl) N N-dialkyl (methyl  ethyl  n-propyl or isopropyl) phosphoramidates.,1C350.18.
2929903000,디알킬(메틸  에틸  노르말-프로필 또는 이소프로필) 엔 엔-디알킬(메틸  에틸  노르말-프로필 또는 이소프로필)포스포라미데이트.,Dialkyl (methyl  ethyl  n-propyl or isopropyl) N N-dialkyl (methyl  ethyl  n-propyl or isopropyl) phosphoramidates.,1C450.b.3.
2929905000,오르토-에틸-2-디이소프로필 아미노에틸 메틸포스포나이트.,o-ethyl-2-diisopropylaminoethyl methylphosphonite.,1C350.29.
2929906000,엔-엔-디알킬(메틸  에틸  노르말-프로필 또는 이소프로필)포스포라미딕 디할라이드.,N N-Dialkyl (methyl  ethyl  n-propyl or isopropyl) phosphoramidic dihalides.,1C350.57.
2929906000,엔-엔-디알킬(메틸  에틸  노르말-프로필 또는 이소프로필)포스포라미딕 디할라이드.,N N-Dialkyl (methyl  ethyl  n-propyl or isopropyl) phosphoramidic dihalides.,1C450.b.2.
2929909000,기타.,Other.,1C011.b.
2929909000,기타.,Other.,1C011.d.
2929909000,기타.,Other.,1C111.a.2.
2930700000,비스(2-하이드록시에틸)술파이드[티오디글리콜(INN)].,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),1C006.b.
2930700000,비스(2-하이드록시에틸)술파이드[티오디글리콜(INN)].,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),1C350.1.
2930903030,엔 엔-디이소프로필-베타-아미노에탄티올.,N N-Diisopropyl-β-aminoethanthiol.,1C350.12.
2930903030,엔 엔-디이소프로필-베타-아미노에탄티올.,N N-Diisopropyl-β-aminoethanthiol.,1C350.65
2930903040,엔-엔-디알킬(메틸  에틸  노르말-프로필 또는 이소프로필) 아미노에탄-2-티올과 이들의 수소화된 염들.,N N-Dialkyl (methyl  ethyl  n-propyl or isopropyl) aminoethane-2-thiols and their protonated salts.,1C350.
2930903040,엔-엔-디알킬(메틸  에틸  노르말-프로필 또는 이소프로필) 아미노에탄-2-티올과 이들의 수소화된 염들.,N N-Dialkyl (methyl  ethyl  n-propyl or isopropyl) aminoethane-2-thiols and their protonated salts.,1C450.b.6.
2930904020,티오아닐린.,Thioaniline.,1C006.b.
2930904090,기타.,Other.,1C006.b.
2930908000,오-에틸  에스-페닐 에틸포스포노티올로티오네이트(포노포스).,O-Ehtyl  S-phenyl ethylphosphonothiolothionate (fonofos).,1C350.
2930909070,하나의 인(燐) 원자가 하나의 메틸  에틸  노르말-프로필이나 이소프로필 그룹과 결합되어 있는 것으로서 더 이상의 탄소 원자와 결합하지 않은 화합물,Compounds containing a phosphorus atom to which is bonded one methyl  ethyl  n-propyl or isopropyl group but not further carbon atoms.,1C350.
2930909070,하나의 인(燐) 원자가 하나의 메틸  에틸  노르말-프로필이나 이소프로필 그룹과 결합되어 있는 것으로서 더 이상의 탄소 원자와 결합하지 않은 화합물,Compounds containing a phosphorus atom to which is bonded one methyl  ethyl  n-propyl or isopropyl group but not further carbon atoms.,1C450.b.
2930909091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C350.60.
2930909091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,1C350.61.
2930909099,기타.,Other.,1C006.
2930909099,기타.,Other.,1C009.
2930909099,기타.,Other.,1C350.60.
2930909099,기타.,Other.,1C350.61.
2930909099,기타.,Other.,1C350.63.
2930909099,기타.,Other.,1C450.a.1.
2930909099,기타.,Other.,1C450.b.4.
2930909099,기타.,Other.,1C450.b.5.
2930909099,기타.,Other.,1C450.b.6.
2931100000,테트라메칠납  테트라에칠납.,Tetramethyl lead and tetraethyl lead,1C350.21.
2931100000,테트라메칠납  테트라에칠납.,Tetramethyl lead and tetraethyl lead,1C350.22.
2931100000,테트라메칠납  테트라에칠납.,Tetramethyl lead and tetraethyl lead,1C350.23.
2931100000,테트라메칠납  테트라에칠납.,Tetramethyl lead and tetraethyl lead,1C350.26.
2931100000,테트라메칠납  테트라에칠납.,Tetramethyl lead and tetraethyl lead,1C350.29.
2931100000,테트라메칠납  테트라에칠납.,Tetramethyl lead and tetraethyl lead,1C350.33.
2931100000,테트라메칠납  테트라에칠납.,Tetramethyl lead and tetraethyl lead,1C350.34.
2931100000,테트라메칠납  테트라에칠납.,Tetramethyl lead and tetraethyl lead,1C350.35.
2931100000,테트라메칠납  테트라에칠납.,Tetramethyl lead and tetraethyl lead,1C350.36.
2931100000,테트라메칠납  테트라에칠납.,Tetramethyl lead and tetraethyl lead,1C450.b.1.
2931100000,테트라메칠납  테트라에칠납.,Tetramethyl lead and tetraethyl lead,3C003.
2931200000,트리부틸틴 화합물.,Tributyltin compounds,1C350.21.
2931200000,트리부틸틴 화합물.,Tributyltin compounds,1C350.22.
2931200000,트리부틸틴 화합물.,Tributyltin compounds,1C350.23.
2931200000,트리부틸틴 화합물.,Tributyltin compounds,1C350.26.
2931200000,트리부틸틴 화합물.,Tributyltin compounds,1C350.29.
2931200000,트리부틸틴 화합물.,Tributyltin compounds,1C350.33.
2931200000,트리부틸틴 화합물.,Tributyltin compounds,1C350.34.
2931200000,트리부틸틴 화합물.,Tributyltin compounds,1C350.35.
2931200000,트리부틸틴 화합물.,Tributyltin compounds,1C350.36.
2931200000,트리부틸틴 화합물.,Tributyltin compounds,1C450.b.1.
2931200000,트리부틸틴 화합물.,Tributyltin compounds,3C003.
2931310000,디메틸 메틸포스포네이트.,Dimethyl methylphosphonate..,1C350.3.
2931310000,디메틸 메틸포스포네이트.,Dimethyl methylphosphonate..,1C450.b.1.
2931310000,디메틸 메틸포스포네이트.,Dimethyl methylphosphonate..,3C003.
2931330000,디에틸 에틸포스포네이트.,Diethyl ethylphosphonate,1C350.17.
2931330000,디에틸 에틸포스포네이트.,Diethyl ethylphosphonate,3C003.
2931901010,2-클로로비닐 디클로로아르신.,2-Chlorovinyldichloroarsine,3C003.
2931901020,비스(2-클로로비닐)클로로아르신.,Bis (2-chlorovinyl) chloroarsine,3C003.
2931901030,트리스(2-클로로비닐) 아르신.,Tris (2-chlorovinyl) arsine,3C003.
2931901091,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act)..,3C003.
2931901099,기타.,Other,3C003.
2931902100,[오-2-(디알킬(메틸  에틸  노르말-프로필이나 이소프로필)아미노)에틸] 하이드로젠알킬(메틸  에틸  노르말-프로필이나 이소프로필)포스포나이트와 이들의 오-알킬(탄소수가 10개 이하로서 사이클로알킬을 포함한다) 에스테르  이들의 알킬화나 수소화된 염들.,[O-2-(dialkyl(methyl ethyl  n-propyl or isopropyl)amino)ethyl]hydrogen alkyl (methyl ethyl  n-propyl or isopropyl) phosphonites and their O-alkyl (≤C10  including cycloalkyl)esters; alkylated or protonated salts thereof..,3C003.
2931902200,오-이소프로필 메틸포스포노클로리데이트.,O-Isopropyl methylphosphonochloridate,3C003.
2931902300,오-피나콜릴 메틸포스포노클로리데이트.,O-Pinacolyl methylphosphonochloridate,3C003.
2931902400,오-알킬(탄소수가 10개 이하로서 사이클로알킬을 포함한다)알킬(메틸  에틸  노르말-프로필이나 이소프로필)포스포노플루오리데이트.,O-Alkyl (≤C10  including cycloalkyl) alkyl (methyl  ethyl  n-propyl or isopropyl) phosphonofluoridates,1C450.a.2.
2931902400,오-알킬(탄소수가 10개 이하로서 사이클로알킬을 포함한다)알킬(메틸  에틸  노르말-프로필이나 이소프로필)포스포노플루오리데이트.,O-Alkyl (≤C10  including cycloalkyl) alkyl (methyl  ethyl  n-propyl or isopropyl) phosphonofluoridates,3C003.
2931902500,오-알킬(탄소수가 10개 이하로서 사이클로알킬을 포함한다) 엔  엔-디알킬(메틸  에틸  노르말-프로필이나 이소프로필)포스포라미도시아니데이트.,O-Alkyl (≤C10  including cycloalkyl) N N-dialkyl (methyl  ethyl  n-propyl or isopropyl) phosphoramidocyanidates.,3C003.
2931902913,디에틸 메틸포스포네이트.,Diethyl methylphosphonate,1C350.56.
2931902913,디에틸 메틸포스포네이트.,Diethyl methylphosphonate,3C003.
2931902914,디메틸 에틸포스포네이트.,Dimethyl ethylphosphonate,1C350.34.
2931902914,디메틸 에틸포스포네이트.,Dimethyl ethylphosphonate,3C003.
2931902915,기타[농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다)로 한정한다].,Other  material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act).,1C350.33.
2931902915,기타[농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다)로 한정한다].,Other  material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act).,1C450.b.1.
2931902915,기타[농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다)로 한정한다].,Other  material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act).,3C003.
2931902919,기타.,Other,1C350.55.
2931902919,기타.,Other,1C450.b.1.
2931902919,기타.,Other,3C003.
2931902991,농약원제(農藥原劑)(농약관리법에 따라 등록된 것으로 한정한다).,Material for manufacturing agricultural chemicals(registered material under the Agricultural Chemicals Management Act)..,3C003.
2931902999,기타,Other,1C350.55.
2931903010,알킬(메틸  에틸  노르말-프로필이나 이소프로필) 포스포닐 디플루오라이드.,Alkyl (methyl  ethyl  n-propyl or isopropyl)phosphonyl difluorides.,1C350.23.
2931903010,알킬(메틸  에틸  노르말-프로필이나 이소프로필) 포스포닐 디플루오라이드.,Alkyl (methyl  ethyl  n-propyl or isopropyl)phosphonyl difluorides.,1C350.4.
2931903090,기타.,Other,1C350.35.
2931903090,기타.,Other,1C350.36.
2931903090,기타.,Other,1C450.b.1.
2931904030,에틸포스포닐디클로라이드.,Ethyl phosphonyl dichloride,1C350.22.
2931904090,기타.,Other,1C350.21.
