연번,규제시행국,수입국 국제통일상품분류체계(HS_코드1),수입국 국제통일상품분류체계(HS_코드2),수입국 국제통일상품분류체계(HS_코드3),수입국 국제통일상품분류체계(HS_코드4),수입국 국제통일상품분류체계(HS_코드5),수입국 국제통일상품분류체계(HS_코드6),수입국 국제통일상품분류체계(HS_코드7),수입국 국제통일상품분류체계(HS_코드8),수입국 국제통일상품분류체계(HS_코드9),수입국 국제통일상품분류체계(HS_코드10),수입국 국제통일상품분류체계(HS_코드11),수입국 국제통일상품분류체계(HS_코드12),수입국 국제통일상품분류체계(HS_코드13),수입국 국제통일상품분류체계(HS_코드14),수입국 국제통일상품분류체계(HS_코드15),수입국 국제통일상품분류체계(HS_코드16),수입국 국제통일상품분류체계(HS_코드17),수입국 국제통일상품분류체계(HS_코드18),수입국 국제통일상품분류체계(HS_코드19),수입국 국제통일상품분류체계(HS_코드20),수입국 국제통일상품분류체계(HS_코드21),수입국 국제통일상품분류체계(HS_코드22),수입국 국제통일상품분류체계(HS_코드23),수입국 국제통일상품분류체계(HS_코드24),수입국 국제통일상품분류체계(HS_코드25),수입국 국제통일상품분류체계(HS_코드26),수입국 국제통일상품분류체계(HS_코드27),수입국 국제통일상품분류체계(HS_코드28),수입국 국제통일상품분류체계(HS_코드29),수입국 국제통일상품분류체계(HS_코드30),수입국 국제통일상품분류체계(HS_코드31),수입국 국제통일상품분류체계(HS_코드32),수입국 국제통일상품분류체계(HS_코드33),수입국 국제통일상품분류체계(HS_코드34),수입국 국제통일상품분류체계(HS_코드35),수입국 국제통일상품분류체계(HS_코드36),수입국 국제통일상품분류체계(HS_코드37),수입국 국제통일상품분류체계(HS_코드38),수입국 국제통일상품분류체계(HS_코드39),수입국 국제통일상품분류체계(HS_코드40),수입국 국제통일상품분류체계(HS_코드41),수입국 국제통일상품분류체계(HS_코드42),수입국 국제통일상품분류체계(HS_코드43),수입국 국제통일상품분류체계(HS_코드44),수입국 국제통일상품분류체계(HS_코드45),수입국 국제통일상품분류체계(HS_코드46),수입국 국제통일상품분류체계(HS_코드47),수입국 국제통일상품분류체계(HS_코드48),수입국 국제통일상품분류체계(HS_코드49),수입국 국제통일상품분류체계(HS_코드50),수입국 국제통일상품분류체계(HS_코드51),수입국 국제통일상품분류체계(HS_코드52),수입국 국제통일상품분류체계(HS_코드53),수입국 국제통일상품분류체계(HS_코드54),수입국 국제통일상품분류체계(HS_코드55),수입국 국제통일상품분류체계(HS_코드56),수입국 국제통일상품분류체계(HS_코드57),수입국 국제통일상품분류체계(HS_코드58),수입국 국제통일상품분류체계(HS_코드59),수입국 국제통일상품분류체계(HS_코드60),수입국 국제통일상품분류체계(HS_코드61),수입국 국제통일상품분류체계(HS_코드62),수입국 국제통일상품분류체계(HS_코드63),수입국 국제통일상품분류체계(HS_코드64),수입국 국제통일상품분류체계(HS_코드65),수입국 국제통일상품분류체계(HS_코드66),수입국 국제통일상품분류체계(HS_코드67),수입국 국제통일상품분류체계(HS_코드68),수입국 국제통일상품분류체계(HS_코드69),수입국 국제통일상품분류체계(HS_코드70),수입국 국제통일상품분류체계(HS_코드71),수입국 국제통일상품분류체계(HS_코드72),수입국 국제통일상품분류체계(HS_코드73),수입국 국제통일상품분류체계(HS_코드74),수입국 국제통일상품분류체계(HS_코드75),수입국 국제통일상품분류체계(HS_코드76),수입국 국제통일상품분류체계(HS_코드77),수입국 국제통일상품분류체계(HS_코드78),수입국 국제통일상품분류체계(HS_코드79),수입국 국제통일상품분류체계(HS_코드80),수입국 국제통일상품분류체계(HS_코드81),수입국 국제통일상품분류체계(HS_코드82),수입국 국제통일상품분류체계(HS_코드83),수입국 국제통일상품분류체계(HS_코드84),수입국 국제통일상품분류체계(HS_코드85),수입국 국제통일상품분류체계(HS_코드86),수입국 국제통일상품분류체계(HS_코드87),수입국 국제통일상품분류체계(HS_코드88),수입국 국제통일상품분류체계(HS_코드89),수입국 국제통일상품분류체계(HS_코드90),수입국 국제통일상품분류체계(HS_코드91),수입국 국제통일상품분류체계(HS_코드92),수입국 국제통일상품분류체계(HS_코드93),수입국 국제통일상품분류체계(HS_코드94),수입국 국제통일상품분류체계(HS_코드95),수입국 국제통일상품분류체계(HS_코드96),수입국 국제통일상품분류체계(HS_코드97),수입국 국제통일상품분류체계(HS_코드98),수입국 국제통일상품분류체계(HS_코드99),수입국 국제통일상품분류체계(HS_코드100),수입국 국제통일상품분류체계(HS_코드101),수입국 국제통일상품분류체계(HS_코드102),수입국 국제통일상품분류체계(HS_코드103),수입국 국제통일상품분류체계(HS_코드104),수입국 국제통일상품분류체계(HS_코드105),수입국 국제통일상품분류체계(HS_코드106),수입국 국제통일상품분류체계(HS_코드107),수입국 국제통일상품분류체계(HS_코드108),수입국 국제통일상품분류체계(HS_코드109),수입국 국제통일상품분류체계(HS_코드110),수입국 국제통일상품분류체계(HS_코드111),수입국 국제통일상품분류체계(HS_코드112),수입국 국제통일상품분류체계(HS_코드113),수입국 국제통일상품분류체계(HS_코드114),수입국 국제통일상품분류체계(HS_코드115),수입국 국제통일상품분류체계(HS_코드116),수입국 국제통일상품분류체계(HS_코드117),수입국 국제통일상품분류체계(HS_코드118),수입국 국제통일상품분류체계(HS_코드119),수입국 국제통일상품분류체계(HS_코드120),수입국 국제통일상품분류체계(HS_코드121),수입국 국제통일상품분류체계(HS_코드122),수입국 국제통일상품분류체계(HS_코드123),수입국 국제통일상품분류체계(HS_코드124),수입국 국제통일상품분류체계(HS_코드125),수입국 국제통일상품분류체계(HS_코드126),수입국 국제통일상품분류체계(HS_코드127),수입국 국제통일상품분류체계(HS_코드128),품목명,규제형태(진행상황),규제대상국 ,최종 판정결과(부과기간),최종 판정결과(관세율),한국대상여부
3568 ,PT,720810 ,720825 ,720826 ,720827 ,720836 ,720837 ,720838 ,720839 ,720840 ,72085210 ,72085299 ,72085310 ,72085390 ,720854 ,721113 ,721114 ,721119 ,7225191090 ,72253090 ,7225406090 ,72254090 ,7226191090 ,72269191 ,72269199 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"철, 비합금 및 기타 합금강의 열연 평판 제품 (특정)(Hot-rolled flat products (of iron, non-alloy or other alloy steel)(certain))",반덤핑(규제중),"브라질, 이란, 러시아",ㅇ 부과기간 : 2017-04-06 ~ 2028-12-14,"ㅇ 판정결과   ·  브라질 : 53.4 ~ 63.0%  ·  이란 : 57.5%  ·  러시아 : 17.6 ~ 96.5% * EU 철강 SG 시행기간(2019.2.2~2024.6.30)에는 SG 관세율(25%) 적용, 이보다 높은 경우 차액 적용(EU 2019/1382 부속서 2) * 일몰재심후 규제 연장(2023.12.14~)",N
3569 ,PT,720810 ,720825 ,720826 ,720827 ,720836 ,720837 ,720838 ,720839 ,720840 ,72085210 ,72085299 ,72085310 ,72085390 ,720854 ,721114 ,721119 ,7225406090 ,72254090 ,7226191090 ,72269191 ,72269199 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"철, 비합금 및 기타 합금강의 열연 평판 제품 (특정)(Hot-rolled flat products (of iron, non-alloy or other alloy steel)(certain))",반덤핑(규제중),중국,ㅇ 부과기간 : 2017-04-06 ~ 2028-06-09,ㅇ 판정결과 : 0 ~ 31.3%,N
3570 ,PT,72081000 ,72082500 ,72082600 ,72082700 ,72083600 ,72083700 ,72083800 ,72083900 ,72084000 ,72085210 ,72085299 ,72085310 ,72085390 ,72085400 ,72111300 ,72111400 ,72111900 ,7225191090 ,72253090 ,7225406090 ,72254090 ,7226191090 ,72269191 ,72269199 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"철, 비합금 및 기타 합금강의 열연 평판 제품 (특정)(Hot-rolled flat products (of iron, non-alloy or other alloy steel)(certain))",상계관세(규제중),중국,ㅇ 부과기간 : 2017-06-09 ~ 2028-06-09,ㅇ 판정결과 : 4.6 ~ 35.9%,N
3571 ,PT,7312108113 ,7312108119 ,7312108313 ,7312108319 ,7312108513 ,7312108519 ,7312108913 ,7312108919 ,7312109813 ,7312109819 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,철강 와이어 로프(Steel wire ropes),반덤핑(규제중),중국,ㅇ 부과기간 : 2018-04-20 ~ 2029-06-07,ㅇ 판정결과 : 60.4% * 일몰재심 후 규제연장(2024.6.8~),N
3572 ,PT,7312108113 ,7312108119 ,7312108313 ,7312108319 ,7312108513 ,7312108519 ,7312108913 ,7312108919 ,7312109813 ,7312109819 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,철강 와이어 로프(Steel wire ropes),우회수출(반덤핑)(규제중),"한국, 모로코",ㅇ 부과기간 : 2018-04-20 ~ 2029-06-07,ㅇ 판정결과  ·  (우회) 모로코 : 60.4%  ·  (우회) 한국 : 60.4%* 중국산 규제건 관련 모로코.한국 우회수출품에 반덤핑 관세 부과 * 일몰재심 후 규제연장(2024.6.8~),Y
3573 ,PT,7308200011 ,7308909811 ,8502310011 ,8502310085 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,철강 풍력발전 타워 (Steel wind towers),반덤핑(규제중),중국,ㅇ 부과기간 : 2021-12-17 ~ 2026-12-17,ㅇ 판정결과 : 7.2%~19.2%,N
3574 ,PT,72 ,73 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,철강제품(Steel Products),세이프가드(규제중),전세계,ㅇ 부과기간 : 2019-02-02 ~ 2026-06-30,"ㅇ 판정결과 : 국별/글로벌 TRQ방식, 초과수량 25% 관세 부과, 연 3% 쿼터 증량 방식 * 2021.6.25 : 조치 연장 결정 * 2024.6.25 : 조치 2년 연장 확정(관보 게재)(무관세 확대 비율 4%→1%로 축소, 일부 국가의 품목 조정 등) * 세이프가드 조치 대상품목은 26종(1)열연강판(Non Alloy and Other Alloy Hot Rolled Sheets and Strips)(2)냉연강판(Non Alloy and Other Alloy Cold Rolled Sheets)(3)전기강판(Electrical Sheets)(other than GOES)(4)도금강판(Metalic Coated Sheets)(5)착색아연도강판(Organic Coated Sheets)(6)석도강판(Tin Mill Products)(7)후판(Non Alloy and Other Alloy Quarto Plates)(8)STS 열연(Stainless Hot Rolled Sheets and Strips)(9)STS 냉연(Stainless Cold Rolled Sheets and Strips)(10)STS 후판(Stainless Hot Rolled  Quarto Plates)(11)봉·형강(Non Alloy and Other Alloy Merchant Bars and Light Sections)(12)철근(Rebars)(13)STS 봉·형강(Stainless Bars and Light Sections)(14)STS 선재(Stainless Wire Rod)(15)선재(Non Alloy and Other Alloy Wire Rod)(16)형강(Angles, Shapes and Sections of Iron or Non Alloy Steel)(17)강시판(18)레일·궤도(Railway Material)(19)가스관(Gas pipes)(20)중공각관(Hollow sections)(21)STS 무계목(Seemless Stainless Tubes and Pipes)(22) 기타 무계목(Other Seemless Tubes)(23)대형 용접관(Large welded tubes)(24)기타 용접관(Other Welded Pipes)(25)냉연강재(Non-alloy and other alloy cold finished bars)(26)비합금 강선(Non Alloy Wire)",N
3575 ,PT,7214100010 ,7214200020 ,7214300010 ,7214911010 ,7214919010 ,7214991010 ,7214999510 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,철근 (콘크리트용 철근)( Rebars (certain concrete reinforcement bars and rods)),반덤핑(규제중),벨라루스,ㅇ 부과기간 : 2017-06-17 ~ 2028-06-01,ㅇ 판정결과 : 10.6%,N
3576 ,PT,2850006091 ,7202998030 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,칼슘 실리콘(Calcium silicon),반덤핑(규제중),중국,ㅇ 부과기간 : 2022-03-24 ~ 2027-03-25,ㅇ 판정결과 : 31.5%~50.7%,N
3577 ,PT,2001903010 ,2005800010 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,커널 스위트콘(Sweet corn (prepared or preserved in kernels)),반덤핑(규제중),태국,ㅇ 부과기간 : 2019-12-02 ~ 2024-12-03,ㅇ 판정결과 : 3.1 ~ 14.3%* 일몰재심 진행중(2024.11.29~),N
3578 ,PT,4810130020 ,4810140020 ,4810190020 ,4810220020 ,4810293020 ,4810298020 ,4810991020 ,4810998020 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,코트지(Coated fine paper),상계관세(규제중),중국,ㅇ 부과기간 : 2017-07-04 ~ 2028-08-23,ㅇ 판정결과 : 4.0 ~ 12.0%,N
3579 ,PT,4810130020 ,4810140020 ,4810190020 ,4810220020 ,4810293020 ,4810298020 ,4810991020 ,4810998020 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,코트지(Coated fine paper),반덤핑(규제중),중국,ㅇ 부과기간 : 2017-07-04 ~ 2028-08-23,ㅇ 판정결과 : 8~35.1%* 일몰재심 후 규제 연장(2023.8.22),N
3580 ,PT,7007198012 ,7007198018 ,7007198080 ,7007198085 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,태양광 유리(Solar glass),상계관세(규제중),중국,ㅇ 부과기간 : 2020-07-23 ~ 2025-07-24,ㅇ 판정결과 : 3.2 ~ 17.1%,N
3581 ,PT,7007198012 ,7007198018 ,7007198080 ,7007198085 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,태양광 유리(Solar glass),반덤핑(규제중),중국,ㅇ 부과기간 : 2020-07-23 ~ 2025-07-24,ㅇ 판정결과 : 17.5 ~ 75.4%,N
3582 ,PT,2849903000 ,3824300010 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,텅스텐 카바이드 (Tungsten carbid and fused tungsten carbide),반덤핑(규제중),중국,ㅇ 부과기간 : 2017-06-02 ~ 2028-08-10,ㅇ 판정결과 : 33.0% * 일몰재심 후 부과 연장(2023.8.9),N
3583 ,PT,7307931191 ,7307931193 ,7307931194 ,7307931195 ,7307931199 ,7307931991 ,7307931993 ,7307931994 ,7307931995 ,7307931999 ,7307998092 ,7307998093 ,7307998094 ,7307998095 ,7307998098 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,철강제 관연결구류(Tube and pipe fittings of iron or steel),반덤핑(규제중),"한국, 러시아, 말레이시아",ㅇ 부과기간 : 2019-04-09 ~ 2024-04-11,ㅇ 판정결과   ·  한국 : 32.4 ~ 44%  ·  러시아 : 23.8%  ·  말레이시아 : 49.9 ~ 75% * 일몰재심 중(2024.4.9~) ,Y
3584 ,PT,2933698070 ,3808942020 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,트라이클로로아이소시아누르 산 (Trichloroisocyanuric acid(TCCA)),반덤핑(규제중),중국,ㅇ 부과기간 : 2017-12-05 ~ 2028-12-15,ㅇ 판정결과 : 3.2 ~ 42.6% * 일몰재심후 규제 연장(2023.12.14~),N
3585 ,PT,720221 ,72022910 ,72022990 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,페로 실리콘(Ferro-silicon),반덤핑(규제중),"러시아, 중국",ㅇ 부과기간 : 2020-07-01 ~ 2025-07-02,ㅇ 판정결과   ·  러시아 : 17.8 ~ 22.7%  ·  중국 : 15.6 ~ 31.2%,N
3586 ,PT,3905300091 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,폴리 비닐 알코올 (특정) (PVA)(Polyvinyl alcohol (certain) (PVA)),반덤핑(규제중),중국,ㅇ 부과기간 : 2020-09-29 ~ 2025-09-30,ㅇ 판정결과 : 17.3 ~ 72.9%,N
3587 ,PT,5402200010 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,폴리에스테르 실 (고장도)(Polyester yarn (High tenacity)),반덤핑(규제중),중국,ㅇ 부과기간 : 2017-02-25 ~ 2028-05-13,ㅇ 판정결과 : 6.9%~23.7%,N
3588 ,PT,39076100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,폴리에틸렌 테레프탈레이트(PET)(Polyethylene terephthalate (PET)),상계관세(규제중),인도,ㅇ 부과기간 : 2019-07-31 ~ 2024-08-01,ㅇ 판정결과 : 0 ~ 13.8%* 2024.7.26: 일몰재심 개시,N
3589 ,PT,8427900019 ,8431200019 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,핸드파렛트럭(Hand pallet truck),반덤핑(규제중),"중국, 태국",ㅇ 부과기간 : 2017-11-30 ~ 2029-02-28,ㅇ 판정결과 : 54.1 ~ 70.8% * 일몰재심후 규제 연장(2024.2.27일~) 및 태국에도 반덤핑 우회 관세 부과 결정,N
3590 ,PT,8545110010 ,8545110015 ,8545909010 ,8545909015 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,흑연 전극 시스템(Graphite Electrode Systems),반덤핑(규제중),중국,ㅇ 부과기간 : 2022-04-08 ~ 2027-04-08,ㅇ 판정결과 : 23% ~ 74.9%,N
3591 ,PT,8545110010 ,8545909010 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,흑연 전극 시스템(Graphite electrode systems),반덤핑(규제중),인도,ㅇ 부과기간 : 2017-03-11 ~ 2028-06-08,ㅇ 판정결과 : 0 ~ 9.4%,N
3592 ,PT,8545110010 ,8545909010 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,흑연 전극 시스템(Graphite electrode systems),상계관세(규제중),인도,ㅇ 부과기간 : 2017-03-11 ~ 2028-06-08,ㅇ 판정결과 : 6.3 ~ 7.2% * 기존 상계관세 조치의 연장(2004.9.19~),N
3593 ,PT,2915704095 ,2915705010 ,2915903095 ,2915907095 ,2916150010 ,3823110020 ,3823110070 ,3823120020 ,3823120070 ,3823191030 ,3823191070 ,3823199070 ,3823199095 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,지방산(Fatty Acid),반덤핑(규제중),인도네시아,ㅇ 부과기간 : 2023-01-19 ~ 2028-01-20,ㅇ 판정결과 : 15.2 ~ 46.4%,N
3594 ,PT,69072100 ,69072200 ,69072300 ,69073000 ,69074000 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,세라믹 타일(Ceramic tiles),반덤핑(규제중),"인도, 튀르키예",ㅇ 부과기간 : 2023-02-11 ~ 2028-02-11,ㅇ 판정결과   ·  인도 : 6.7~8.7%  ·  튀르키예 : 4.8~20.9%,N
3595 ,PT,87087010 ,87087050 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,알루미늄 로드휠셋 (Aluminium road wheels),반덤핑(규제중),모로코,ㅇ 부과기간 : 2023-01-12 ~ 2028-01-13,ㅇ 판정결과 : 9~17.5%,N
3596 ,PT,72105000 ,72125020 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전기크롬도금강재 (Electrolytic chromium coated steel (ECCS)),반덤핑(규제중),"브라질, 중국",ㅇ 부과기간 : 2022-11-16 ~ 2027-11-17,ㅇ 판정결과   · 브라질 : 348.39 Euro/tonne  ·  중국 : 239.82~607.98 Euro/t,N
3597 ,PT,7310299010 ,7310100010 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,스테인리스 스틸 충전식 케그(Stainless steel refillable kegs),반덤핑(규제중),중국,ㅇ 부과기간 : 2023-07-04 ~ 2028-07-05,ㅇ 판정결과 : 62.6~69.6%,N
3598 ,PT,7216509110 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전구 플랫(Bulb flat),반덤핑(규제중),"튀르키예, 중국",ㅇ 부과기간 : 2024-01-12 ~ 2029-01-12,ㅇ 판정결과  ·  중국 : 23.0%  ·  튀르키예 : 13.6%,N
3599 ,PT,2820100010 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전해 이산화망간(특정)(Electrolytic manganese dioxides (certain)),반덤핑(규제중),중국,ㅇ 부과기간 : 2024-03-15 ~ 2029-03-15,ㅇ 판정결과 : 0~35%,N
3600 ,PT,39076100 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,폴리에틸렌 테레프탈레이트(Polyethylene terephthalate (PET),반덤핑(규제중),중국,ㅇ 부과기간 : 2024-04-03 ~ 2029-04-03,ㅇ 판정결과 : 6.6~24.2% ,N
3601 ,PT,2919900050 ,3824999238 ,2919900065 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,알킬 인산염 에스테르(특정)(Alkyl Phosphate Esters (certain)),반덤핑(규제중),증극,ㅇ 부과기간 : 2024-04-10 ~ 2029-09-14,ㅇ 판정결과 : 53.1 ~ 68.4% ,N
3602 ,PT,87038010 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,배터리 전기자동차(New battery electric vehicles for passengers),상계관세(규제중),중국,ㅇ 부과기간 : 2024-10-30 ~ 2029-10-31,ㅇ 판정결과 : 7.8 ~ 35.3% . BYD : 17.0% (기본관세 10% → 최종관세 27.0%) . Geely : 18.8% (기본관세 10% →최종관세 28.8%) . SAIC : 35.3% (기본관세 10% → 최종관세 45.3%) . Tesla : 7.8% (기본관세 10% → 최종관세 17.8%) . 기타 조사 협조 기업 : 20.7% (기본관세 10% → 최종관세 30.7%) . 기타 조사 비협조 기업 : 35.3% (기본관세 10% → 최종관세 45.3%)* 2024.7.4: 잠정 상계관세 부과 결정문 발표* 2024.9.9: 확정 상계관세 최종안 발표* 2024.10.4: 상계관세 부과안 채택* 2024.10.30: 관보게재 후 즉시 발효,N
